name	company_id	game_uid
Jackpot Joker	1	7ed860eef313538545ff7aa2b9290cf9
Arena Fighter	1	71468f38b1fa17379231d50635990c31
Trial of Phoenix	1	d11ea63b63ec615ae6df589f0b0d53e1
Zeus	1	4e7c9f4fbe9b5137f21ebd485a9cfa5c
Potion Wizard	1	fba154365cdf8fad07565cf93bae3521
Money Coming Expand Bets	1	3a557646c3abb12201c0b8810a8c0966
Party Star	1	bfde2986a4eb3a5a559ac8a8c64df461
Egypt’s Glow	1	ddac017cb273a590b7aa0e1ad6a52bef
Golden Bank 2	1	3a72a27c8851be5a396f51a19654c7c3
Fruity Wheel	1	921cf987632d65b5e41ab5dffe16d95a
Treasure Quest	1	6bb74b0a57a66850b79ab5c93864cac3
Coin Tree	1	ca72a7ad1ca4fa2cdc9a1c49c8bb3332
Super Ace Joker	1	29c66f73e3916b8eb18c2bf78886927d
Pirate Queen 2	1	4702eb871271aa62ef3f3d78f5d968c1
Roma X Deluxe	1	b4fe8cea772a7643551a12de806472e8
3 LUCKY LION	1	7af6be9d29bb593fa0f6516b14b02103
Fortune Coins	1	d6d14943efe13dd3bcf1428d0f702024
Golden Empire 2	1	8cbb88bc0bc1f7be4379cf75abc6095f
Super Ace 2	1	083a2fbb35612d3f7925acedece5904f
Money Coming 2	1	b4a3e54cabeecd94ebbd1cc217a5b069
Circus Joker 4096	1	1ab23c1fda76ec10778b458fac552e37
Bikini Lady	1	702565a827764d10e470a0f76398a978
